White_Unified_Name,Black_Sex,PlyCount,RatingDiff,Opening,IsAggressive
wanyaland,M,108,56,Semi-Slav Defense: Noteboom Variation,False
"Boros, Denes",M,76,9,Dutch Defense,False
Матвеев Владимир,M,58,-210,Benko Gambit,True
"Marcelin, Cyril",M,52,-8,"King's Pawn Game: Tayler Opening, Inverted Hanham",False
"Velten, Paul",M,74,-10,Indian Game: Spielmann-Indian,False
"Posthuma, Joshua",M,60,24,Queen's Gambit Accepted: Janowski-Larsen Variation,True
Jürgen Gegenfurtner,M,68,-88,Queen's Gambit Declined,True
Jürgen Gegenfurtner,M,82,-109,Queen's Gambit Accepted: Janowski-Larsen Variation,True
"Kozhuharov, Spas",M,106,-76,"English Opening: King's English Variation, Three Knights System",False
"Soysal, Serkan",F,158,83,Modern Defense,False
Владимир Серебряков,M,26,-189,Caro-Kann Defense,False
"Kozhuharov, Spas",M,44,-105,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",False
Sergey_Kasparov,M,136,-49,"Ruy Lopez: Morphy Defense, Bayreuth Variation",False
"Martinovic, Sasa",M,50,-13,Caro-Kann Defense: Two Knights Attack,True
"Soysal, Serkan",M,122,48,"Queen's Pawn Game: Barry Attack, Grünfeld Variation",True
MrGreen08,M,114,-15,Indian Game: Pseudo-Benko,False
MrGreen08,M,66,-50,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,True
kednanie,M,26,-309,Sicilian Defense: Chekhover Variation,True
kednanie,M,58,-181,"Sicilian Defense: French Variation, Open",True
ShahxaibKhan,M,32,-178,Scotch Game: Classical Variation,False
ShahxaibKhan,M,48,-194,"Scotch Game: Classical Variation, Intermezzo Variation",False
anantone,M,62,-11,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",True
"Jovic, Stevan",M,112,-36,Indian Game: Wade-Tartakower Defense,False
"Kovalchuk, Alexey",M,40,-98,French Defense: Exchange Variation,False
"Soysal, Serkan",M,78,111,"Ruy Lopez: Exchange Variation, Gligoric Variation",False
"Jovic, Stevan",M,50,-87,Old Benoni Defense,False
FireonBoard,M,74,51,Scotch Game: Schmidt Variation,False
FireonBoard,M,112,6,Scotch Game: Schmidt Variation,False
"Vidonyak, Roman",M,76,-427,Nimzo-Indian Defense: Reshevsky Variation,False
"Vidonyak, Roman",M,92,-105,Slav Defense: Exchange Variation,False
Richard Mládek,M,72,-90,"Ruy Lopez: Morphy Defense, Arkhangelsk Variation",False
Funo09,M,122,63,"Italian Game: Classical Variation, Giuoco Pianissimo",False
Odirovski,M,124,-68,Zukertort Opening: Slav Invitation,False
Odirovski,M,66,-91,Zukertort Opening: Slav Invitation,False
Beletko,M,40,-127,Indian Game: Pseudo-Benko,False
Beletko,M,102,-117,Queen's Pawn Game: Mason Attack,True
Beletko,M,66,-136,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",True
Daniel Herman,M,88,-261,"Sicilian Defense: Najdorf Variation, Adams Attack",True
linusj,M,152,-135,"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense",True
ShahxaibKhan,M,76,-230,"Caro-Kann Defense: Panov Attack, Modern Defense",True
"Marcelin, Cyril",M,86,-82,King's Indian Attack: Sicilian Variation #2,True
"Marcelin, Cyril",M,72,-104,French Defense: Chigorin Variation,False
"Marcelin, Cyril",M,42,-125,Queen's Pawn Game,False
pasteta,M,60,15,Zukertort Opening: Dutch Variation,False
"Hirneise, Jens",M,128,-154,"Ruy Lopez: Open, 6.d4",False
Przemysław Koc,M,70,71,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
"Shchukin, Dmitry",M,62,9,Scandinavian Defense,False
"Vajic, Goran",M,62,26,"Caro-Kann Defense: Advance Variation, Bronstein Variation",False
Евгений Тараненко,M,42,13,Sicilian Defense: Nimzowitsch Variation,True
avchess1,M,132,27,Queen's Gambit Declined,True
LittlePumpkin,M,62,77,"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System",True
"Shchukin, Dmitry",M,76,-42,Scandinavian Defense,False
James Jackson,M,78,205,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",True
Beletko,M,70,69,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",True
Кирилл Копёнкин,M,106,-42,French Defense: Tarrasch Variation,False
"Shagbazyan, Taron",M,124,106,"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto",True
"Dutina, Dario",M,156,-141,Scandinavian Defense: Gubinsky-Melts Defense,False
sellaturcica97,M,142,-9,Nimzo-Indian Defense: Ragozin Variation,False
"Shchukin, Dmitry",M,96,-59,"Italian Game: Classical Variation, Greco Gambit",True
FireonBoard,M,100,44,Sicilian Defense: Alapin Variation,True
Alejandro Castellanos Gómez,M,54,-78,Old Indian: Czech Variation,False
Eddy Ravelo,M,112,113,Nimzo-Indian Defense: Sämisch Variation,False
"Gomez, Carlos David",M,50,-298,"Queen's Indian Defense: Kasparov-Petrosian Variation, Hedgehog Variation",False
Матвеев Владимир,M,54,-2,Slav Defense: Modern Line,False
"Devaev, Alexander",M,106,-184,"King's Indian Defense: Normal Variation, Rare Defenses",True
"Ratkovic, Miloje",M,84,7,Indian Game,False
Beletko,M,80,70,Semi-Slav Defense: Quiet Variation #2,False
"Jovic, Stevan",M,108,183,Englund Gambit Complex: Hartlaub-Charlick Gambit,True
Vladimir Zhaldybin,M,46,175,Englund Gambit Complex: Hartlaub-Charlick Gambit,True
Матвеев Владимир,M,51,-77,Grünfeld Defense: Exchange Variation,False
Mrjoeyg,M,112,-59,"King's Gambit Accepted, MacLeod Defense",True
Giovanni Mejia,M,78,-436,Vienna Game: Mieses Variation,False
Beletko,M,64,23,"Grünfeld Defense: Exchange Variation, Classical Variation",False
milacek,M,42,15,"Slav Defense: Quiet Variation, Schallopp Defense",False
milacek,M,57,14,Queen's Gambit Declined: Vienna Variation,True
milacek,M,82,13,Semi-Slav Defense: Stoltz Variation,False
milacek,M,76,-3,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",True
milacek,M,132,-3,Queen's Gambit Declined: Three Knights Variation,True
milacek,M,56,-30,Semi-Slav Defense,False
Trader72,M,40,14,King's Indian Attack: Spassky Variation,True
Beletko,M,70,-140,"Queen's Gambit Declined: Exchange Variation, Positional Variation",True
Mieszko Miś,M,148,-12,King's Indian Attack: Symmetrical Defense,True
Beletko,M,70,-211,Indian Game: London System,False
Odirovski,M,104,85,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
"Vajic, Goran",M,50,-96,"Caro-Kann Defense: Advance Variation, Bronstein Variation",False
"Cabrera Pando, Ramiro",M,80,42,"Semi-Slav Defense: Marshall Gambit, Main Line",True
ZappBrannigan86,M,123,118,English Opening: Great Snake Variation,False
Николай Оглоблин,M,32,86,Queen's Gambit Declined: Vienna Variation,True
Isaac Okeke,M,132,-85,Zukertort Opening: Queen's Gambit Invitation,True
"Lombaers, Peter",M,84,-6,Queen's Gambit Declined: Exchange Variation,True
"Vukcevic, Nemanja",M,106,-75,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",True
"Cabrera Pando, Ramiro",M,52,77,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",True
Matias Pérez Gormaz,M,44,57,Modern Defense: Geller's System,False
Gabix94,M,68,-14,"King's Indian Defense: Fianchetto Variation, Panno Variation",True
Beletko,M,30,-50,"Nimzo-Indian Defense: Sämisch Variation, Accelerated",False
"Plenca, Julijan",M,63,-188,Sicilian Defense: Four Knights Variation,True
"Plenca, Julijan",M,122,-204,Sicilian Defense: French Variation,True
Beletko,M,74,-2,Semi-Slav Defense: Accelerated Move Order,False
"Plenca, Julijan",M,86,-217,Sicilian Defense: Four Knights Variation,True
"Martinovic, Sasa",M,62,-105,"Trompowsky Attack: Classical Defense, Big Center Variation",True
"Martinovic, Sasa",M,90,-116,Horwitz Defense,False
"Martinovic, Sasa",M,50,-125,King's Indian Attack: Keres Variation,True
"Shimanov, Aleksandr",M,150,135,Nimzo-Larsen Attack: Classical Variation,True
"Radlovacki, Jovan",M,64,107,Modern Defense: Standard Defense,False
runittwice,M,34,146,"French Defense: Winawer Variation, Advance Variation",False
wanyaland,M,134,-179,Old Indian Defense,False
KNCP_719,M,81,33,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",True
Beletko,M,64,-87,Slav Defense: Quiet Variation,False
ssj2gohan,M,116,-19,Owen Defense,False
Николай Оглоблин,M,144,13,Englund Gambit Complex: Englund Gambit,True
kacper05,M,112,-157,"French Defense: Winawer Variation, Advance Variation",False
chessmmaster,M,82,-80,Dutch Defense: Staunton Gambit,True
"Trifonov, Denis",M,142,-161,Trompowsky Attack,True
Alessandro Manzone Barranco,M,124,-17,Grünfeld Defense: Exchange Variation,False
chessmmaster,M,70,36,"Queen's Gambit Accepted: Classical Defense, Main Line",True
"Doric, Darko",M,102,37,Trompowsky Attack,True
"Plenca, Julijan",M,86,-21,"Nimzo-Indian Defense: Panov Attack, Main Line",True
Blackoperator,M,24,0,Caro-Kann Defense,False
Richard Diaz,M,94,-114,Pirc Defense: Sveshnikov System,False
Richard Diaz,M,100,-105,Lion Defense: Lion's Jaw,False
Papasimakopoulos Alexandros,M,124,23,"Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation",True
Richard Diaz,M,70,-111,Queen's Pawn Game: Levitsky Attack,True
DaniloBesedes,M,46,-4,Indian Game,False
"Aliavdin, Nikolai",M,52,69,"Caro-Kann Defense: Advance Variation, Short Variation",False
"Blesic, Vaso",M,100,-51,"Sicilian Defense: Najdorf Variation, Adams Attack",True
"Raicevic, Vladimir",M,116,-66,King's Indian Defense: Sämisch Variation,True
"Raicevic, Vladimir",M,44,-80,"Queen's Gambit Accepted: Central Variation, Modern Defense",True
lovlas,M,56,126,Alekhine Defense #3,False
SmoothAsAHedgehog,M,72,-4,"English Opening: Symmetrical Variation, Two Knights Line",False
SmoothAsAHedgehog,M,108,-3,English Opening: Anglo-Dutch Defense,False
lovlas,M,47,150,Zukertort Opening: Nimzo-Larsen Variation,False
lovlas,M,77,139,Nimzo-Larsen Attack: Classical Variation,True
"Martinovic, Sasa",M,92,-164,King's Indian Attack: French Variation,True
Steven Rojas,M,18,-4,King's Pawn Opening: 2.b3,False
donateIIo,M,49,33,"French Defense: Steinitz Variation, Boleslavsky Variation",False
"Plenca, Julijan",M,84,-11,Italian Game: Giuoco Piano,False
donateIIo,M,70,56,Ruy Lopez: Steinitz Defense,False
smurf42,M,44,-188,English Defense #2,False
"Wisniacki, Flavio",M,54,-279,Zukertort Opening: Dutch Variation,False
"Abrashkin, Boris",M,116,-54,"Queen's Gambit Declined: Exchange Variation, Positional Variation",True
"Abrashkin, Boris",M,54,-77,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",True
"Kozlov, Stanislav",M,122,75,Queen's Pawn Game: Mason Attack,True
"Abrashkin, Boris",M,34,-57,Catalan Opening: Open Defense,False
"Abrashkin, Boris",M,52,-60,Catalan Opening: Closed Variation,False
"Abrashkin, Boris",M,74,-84,Catalan Opening: Closed Variation,False
Daskevich,M,44,20,Modern Defense: Standard Defense,False
"Mortazavi, Ali",M,53,-39,King's Indian Attack,True
is_er_nog_hoop,M,44,32,Van Geet Opening: Reversed Nimzowitsch,False
Trushko Andrii,M,44,2,Queen's Pawn Game: Mason Attack,True
KingRAZOR,M,64,-192,"French Defense: Advance Variation, Wade Variation",False
Biriyani,M,60,166,English Opening: Symmetrical Variation,False
"Mortazavi, Ali",M,76,-100,King's Indian Attack: Keres Variation #2,True
Матвеев Владимир,M,50,132,"Catalan Opening: Open Defense, Modern Sharp Variation",False
"Wisniacki, Flavio",M,98,-23,King's Indian Attack,True
LUIS FLAQUER,M,58,-151,Benoni Defense: Benoni Gambit Accepted,True
universe64,M,96,-326,Indian Game,False
"Shchukin, Dmitry",M,66,-123,"French Defense: Winawer Variation, Advance Variation",False
Матвеев Владимир,M,52,-54,Queen's Gambit Declined,True
odxn,M,44,1,"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",True
Tyrell Harriott,M,76,-320,Queen's Pawn,False
Alejandro Castellanos Gómez,M,86,-31,"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",True
LittlePumpkin,M,60,-40,Queen's Gambit Declined,True
"Beradze, Irakli",M,18,-97,"Sicilian Defense: Richter-Rauzer Variation, Modern Variation",True
"Doric, Darko",M,98,108,Trompowsky Attack: Classical Defense,True
"Volovich, Vasily",M,170,-48,Caro-Kann Defense: Two Knights Attack,True
"Wang, Kevin",M,94,122,"Alekhine Defense: Modern Variation, Alburt Variation",False
"Piscopo, Pierluigi",M,90,-64,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",True
Elfugitivo,M,78,41,"English Opening: Symmetrical Variation, Anti-Benoni Variation",False
"Almagro Llamas, Pablo",M,62,69,"Dutch Defense: Leningrad Variation, Matulovic Variation",False
"Mihok, Oliver",M,96,111,Elephant Gambit,True
"Plenca, Julijan",M,80,-89,"Sicilian Defense: Paulsen Variation, Bastrikov Variation, English Attack",True
"Mihok, Oliver",M,70,102,"Sicilian Defense: Dragon Variation, Yugoslav Attack",True
"Plenca, Julijan",M,64,-81,Sicilian Defense: French Variation,True
"Mihok, Oliver",M,116,94,Zukertort Opening: Pirc Invitation,False
"Plenca, Julijan",M,38,-68,Modern Defense,False
ZappBrannigan86,M,32,163,Old Indian Defense: Two Knights Variation,False
ZappBrannigan86,M,108,151,"King's Indian Defense: Normal Variation, Rare Defenses",True
ZappBrannigan86,M,88,159,"English Opening: King's English Variation, Four Knights Variation, Quiet Line",False
Odirovski,M,86,-189,Zukertort Opening: Queenside Fianchetto Variation,False
Víctor Mago,M,54,-93,"Benko Gambit Accepted, Fianchetto Variation",True
"Perera Alfonso, Rene Humberto",M,62,-123,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
Elfugitivo,M,56,18,Queen's Gambit Declined,True
Elfugitivo,M,80,17,Queen's Gambit Declined,True
Elfugitivo,M,86,16,Caro-Kann Defense: Maróczy Variation,False
Burberry,M,50,145,Queen's Pawn Game: Symmetrical Variation,False
milacek,M,82,161,"Slav Defense: Quiet Variation, Schallopp Defense",False
milacek,M,52,149,King's Indian Attack,True
"Raicevic, Vladimir",M,52,146,Old Benoni Defense,False
Герман Кочетков,M,64,-3,Bird Opening: Dutch Variation,False
Кирилл Копёнкин,M,46,-46,French Defense: Tarrasch Variation,False
Кирилл Копёнкин,M,54,-70,French Defense: Tarrasch Variation,False
Герман Кочетков,M,144,-7,Bird Opening: Horsefly Defense,False
Герман Кочетков,M,52,-35,Bird Opening,False
Герман Кочетков,M,134,-32,Bird Opening: Horsefly Defense,False
"Blesic, Vaso",M,76,-125,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",True
NeverEnough,M,92,206,Réti Opening,False
Vladislav Kasparov,M,168,-149,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",False
NeverEnough,M,80,245,Réti Opening,False
Ronald Brizuela,M,44,1,"Queen's Gambit Declined: Semi-Slav, Abrahams Variation",True
Lioni26,M,110,-115,"Semi-Slav Defense: Marshall Gambit, Forgotten Variation",True
"Doric, Darko",M,130,45,Trompowsky Attack: Classical Defense,True
"Posthuma, Joshua",M,94,-29,Queen's Gambit Declined,True
"Posthuma, Joshua",M,78,-38,Queen's Gambit Declined,True
"Posthuma, Joshua",M,108,-59,English Opening: Symmetrical Variation,False
"Doric, Darko",M,138,64,Trompowsky Attack,True
Someone African,M,58,-122,Zukertort Opening: Kingside Fianchetto,False
"Blesic, Vaso",M,52,38,Ruy Lopez: Schliemann Defense,False
Ilia Kakushadze,M,30,-296,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",False
"Givon, Asaf",M,54,-65,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",True
abricot,M,22,113,Scandinavian Defense: Grünfeld Variation,False
KNCP_719,M,66,-58,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",True
KNCP_719,M,70,-89,French Defense: Steiner Variation,False
Jerzy Jesus,M,64,-109,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",True
Vladimir Zhaldybin,M,74,129,Semi-Slav Defense,False
Lioni26,M,66,-69,Benoni Defense: Hromádka System,False
Вадим Бобков,M,69,-36,"Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line",True
Adegboyega Adebayo,M,94,60,"Trompowsky Attack: Classical Defense, Big Center Variation",True
linusj,M,86,-137,"English Opening: Agincourt Defense, Neo-Catalan Declined",False
"Velten, Paul",M,60,-61,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
donateIIo,M,86,81,French Defense: Tarrasch Variation,False
"Nozdrachev, Vladislav",M,38,78,Sicilian Defense: Paulsen Variation,True
"Mihok, Oliver",M,78,-61,"Ruy Lopez: Morphy Defense, Mackenzie Variation",False
DaniloBesedes,M,29,-123,Queen's Pawn Game: Symmetrical Variation,False
"Shchukin, Dmitry",M,50,25,"Italian Game: Classical Variation, Greco Gambit",True
OCChess,M,66,309,Benoni Defense: Fianchetto Variation,False
Lopez09,M,54,-95,Sicilian Defense: Old Sicilian,True
DragonMaterz,M,122,51,King's Indian Attack: Symmetrical Defense,True
DragonMaterz,M,74,44,Sicilian Defense: Hyperaccelerated Fianchetto,True
Gunfighters,M,144,20,Hungarian Opening,False
Lopez09,M,164,-114,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line",True
"Devaev, Alexander",M,14,-110,Bogo-Indian Defense: Vitolins Variation,False
"Ratkovic, Miloje",M,100,31,Pirc Defense #2,False
"Korobkin, Maxim",M,86,-15,Englund Gambit,True
"Ratkovic, Miloje",M,124,29,Pirc Defense #2,False
"Korobkin, Maxim",M,48,39,"Dutch Defense: Leningrad Variation, Matulovic Variation",False
"Korobkin, Maxim",M,132,147,Semi-Slav Defense: Accelerated Move Order,False
ssj2gohan,M,94,-19,French Defense: King's Indian Attack,True
LittlePumpkin,M,154,-129,Catalan Opening: Open Defense,False
"Abrashkin, Boris",M,50,-57,Slav Defense: Exchange Variation,False
"Abrashkin, Boris",M,40,-278,Nimzo-Indian Defense: Kmoch Variation,False
"Almagro Llamas, Pablo",M,144,-82,"Modern Defense: Averbakh System, Kotov Variation",False
bendy cable,M,40,-100,Nimzo-Indian Defense: Kmoch Variation,False
"Shchukin, Dmitry",M,90,18,French Defense: King's Indian Attack,True
"Radzhabov, Rodion",M,118,-139,"Sicilian Defense: Kan Variation, Knight Variation",True
"Velten, Paul",M,54,147,"Torre Attack: Classical Defense, Nimzowitsch Variation",True
"Ermolaev, Andrey",M,70,-52,Dutch Defense: Raphael Variation,False
smurf42,M,112,-108,Pirc Defense: Byrne Variation,False
Adegboyega Adebayo,M,88,-77,Queen's Gambit Accepted: Old Variation,True
smurf42,M,52,0,Modern Defense,False
Adegboyega Adebayo,M,110,-84,"English Opening: King's English Variation, Two Knights Variation",False
"Ermolaev, Andrey",M,50,-13,Sicilian Defense: Classical Variation,True
"Ermolaev, Andrey",M,114,-110,Scotch Game: Mieses Variation,False
Odirovski,M,72,66,Queen's Pawn Game: Chigorin Variation,False
"Gomez, Carlos David",M,40,3,French Defense: Chigorin Variation,False
Unkreativ3,M,80,-124,Queen's Gambit Declined: 4.Bg5 Be7,True
"Doric, Darko",M,40,58,Trompowsky Attack,True
Rasul_Musaev,M,44,79,"Sicilian Defense: Four Knights Variation, Exchange Variation",True
pasteta,M,142,-85,English Opening: Agincourt Defense #2,False
Orlando_Gloom,M,114,-15,"French Defense: Exchange Variation, Monte Carlo Variation",False
fourqueens13,M,42,57,"Italian Game: Giuoco Pianissimo, Normal",False
fourqueens13,M,90,-27,Sicilian Defense: Nimzo-American Variation,True
Вадим Бобков,M,79,-182,Slav Defense: Exchange Variation,False
Mikhalchenko Petr Alekseevich,M,54,-111,Queen's Pawn Game: Mason Attack,True
Mikhalchenko Petr Alekseevich,M,86,-120,Queen's Pawn Game: Mason Attack,True
"Trifonov, Denis",M,166,-189,Sicilian Defense: Paulsen Variation,True
"Marcelin, Cyril",M,106,-77,Nimzo-Larsen Attack: Indian Variation,True
sewin16,M,102,41,"Alekhine Defense: Modern Variation, Larsen Variation",False
Blackoperator,M,54,-82,"Sicilian Defense: Classical Variation, Anti-Sozin Variation",True
Paulo Jatoba,M,16,105,King's Indian Attack,True
manneredmonkey,M,100,-124,"English Opening: Symmetrical Variation, Duchamp Variation",False
"Mardov, Dimitar",M,66,66,Englund Gambit Complex: Hartlaub-Charlick Gambit,True
Miguel Eduardo González Ballén,M,172,-69,Sicilian Defense: Grand Prix Attack,True
Ömer Faruk Özer,M,106,47,"Italian Game: Two Knights Defense, Modern Bishop's Opening",False
Odirovski,M,57,-174,Queen's Pawn Game: Torre Attack,True
Odirovski,M,88,-176,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
"Trifonov, Denis",M,58,8,Queen's Pawn Game: Levitsky Attack,True
Odirovski,M,56,-190,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
GreatDamnedRedSpot,M,52,-59,Gedult's Opening,False
Odirovski,M,112,-205,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
Burberry,M,88,11,Queen's Gambit Accepted: Mannheim Variation,True
Proteuo,M,150,-36,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",False
Матвеев Владимир,M,60,-108,Catalan Opening: Open Defense,False
linusj,M,96,-14,"English Opening: Anglo-Indian Defense, King's Indian Formation",True
Vladimir Zhaldybin,M,100,-26,Semi-Slav Defense,False
Vladimir Zhaldybin,M,152,-23,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",False
"Aliavdin, Nikolai",M,76,-45,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",True
Vladimir Zhaldybin,M,94,-49,"Benko Gambit Accepted, Dlugy Variation",True
"Aliavdin, Nikolai",M,114,-76,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",True
"Aliavdin, Nikolai",M,79,-102,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",True
Vladimir Zhaldybin,M,60,-45,Queen's Pawn Game: Zukertort Variation,False
"Loiacono, Leonardo",M,46,-40,Old Indian Defense,False
wanyaland,M,68,126,"English Opening: Anglo-Indian Defense, King's Indian Formation",True
"Mardov, Dimitar",M,58,41,Russian Game: Nimzowitsch Attack,True
thijscom,M,52,67,Queen's Pawn Game: London System,False
Odirovski,M,98,58,Queen's Pawn Game: Chigorin Variation,False
Odirovski,M,84,30,Queen's Pawn Game: Chigorin Variation,False
Gunfighters,M,118,66,Hungarian Opening,False
Daniel Herman,M,106,-127,Four Knights Game: Scotch Variation Accepted,False
Евгений Тараненко,M,98,-50,Caro-Kann Defense: Panov Attack,True
Mv17,M,64,152,Pirc Defense #2,False
DuRuDiDo,M,38,95,"Alekhine Defense: Modern Variation, Larsen Variation",False
fourqueens13,M,32,7,"Alekhine Defense: Modern Variation, Larsen Variation",False
Николай Оглоблин,M,74,-12,Old Benoni Defense,False
NFChess13,M,114,-97,"Caro-Kann Defense: Classical Variation, Main Line",False
Николай Оглоблин,M,52,10,Yusupov-Rubinstein System,False
Whynot72,M,96,16,King's Indian Defense: Normal Variation,True
IMFAR,M,72,55,King's Indian Attack,True
IMFAR,M,160,77,"English Opening: Symmetrical, Hedgehog, Flexible Formation",False
"Abrashkin, Boris",M,34,-69,"King's Indian Defense: Averbakh Variation, Flexible Defense",True
"Mardov, Dimitar",M,66,-157,Scotch Game: Schmidt Variation,False
"Almagro Llamas, Pablo",M,76,-56,English Opening: King's English Variation,False
Paweł Teclaf,M,44,140,Caro-Kann Defense: Exchange Variation,False
James Jackson,M,132,7,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
Vladimir Zhaldybin,M,62,92,Blumenfeld Countergambit: Dus-Khotimirsky Variation,False
Евгений Тараненко,M,54,-184,Caro-Kann Defense: Breyer Variation,False
Odirovski,M,78,176,Queen's Pawn Game: Torre Attack,True
Papasimakopoulos Alexandros,M,124,-117,Benoni Defense,False
Papasimakopoulos Alexandros,M,50,-140,Trompowsky Attack: Classical Defense,True
Whynot72,M,86,-64,King's Indian Defense: Kramer Variation,True
Jürgen Gegenfurtner,M,52,-37,Nimzo-Indian Defense: Normal Line,False
kednanie,M,120,25,Semi-Slav Defense: Stoltz Variation,False
Jürgen Gegenfurtner,M,58,-62,Sicilian Defense: Najdorf Variation,True
"Abrashkin, Boris",M,46,-156,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",True
Jürgen Gegenfurtner,M,90,-46,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",False
"Abrashkin, Boris",M,60,-159,Catalan Opening: Closed Variation,False
Jürgen Gegenfurtner,M,84,-41,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",False
"Jere, Daniel",M,108,-7,English Opening: King's English Variation,False
Kevel Oliva Castañeda,M,96,-33,Queen's Gambit Declined,True
Odirovski,M,118,-45,London System,False
"Plichta, Kamil",M,54,31,King's Indian Attack: Sicilian Variation #2,True
ding fanboy,M,54,-126,Sodium Attack,True
Adegboyega Adebayo,F,108,61,Robatsch (Modern) Defense,False
Adegboyega Adebayo,F,78,40,French Defense: Exchange Variation,False
talk2uee,M,72,-126,Van't Kruijs Opening,False
LittlePumpkin,M,73,-97,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",True
Paweł Teclaf,M,170,70,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",False
Vladyslav Lukiianchuk,M,52,-42,English Opening,False
Stephen Adams,M,80,90,English Opening: Anglo-Indian Defense,False
Odirovski,M,116,-119,London System,False
Odirovski,M,80,8,London System,False
Odirovski,M,94,-21,London System,False
Odirovski,M,76,-19,London System,False
Odirovski,M,100,-16,"Sicilian Defense: Alapin Variation, Barmen Defense",True
Daniel Rodriguez,M,134,-46,"Sicilian Defense: Najdorf Variation, English Attack",True
DaniloBesedes,M,58,-157,East Indian Defense,False
donateIIo,M,108,95,"King's Indian Defense: Orthodox Variation, Bayonet Attack, Sokolov's Line",True
"Plenca, Julijan",M,56,-180,"Caro-Kann Defense: Panov Attack, Modern Defense",True
"Moiseenko, Vadim",M,92,189,"Sicilian Defense: Alapin Variation, Barmen Defense",True
"Batsiashvili, Nino",M,86,-137,"Queen's Gambit Refused: Albin Countergambit, Modern Line",True
kednanie,M,52,-59,"Caro-Kann Defense: Classical Variation, Main Line",False
"Ermolaev, Andrey",M,50,21,Queen's Pawn Game: Chigorin Variation,False
lovlas,M,172,-30,Caro-Kann Defense: Main Line,False
Vladimir Zhaldybin,M,88,99,"King's Indian Defense: Sämisch Variation, Closed Variation, 7...c6",True
"Loiacono, Leonardo",M,44,60,Englund Gambit Complex: Soller Gambit Deferred,True
Sergey_Kasparov,M,108,-18,Scandinavian Defense: Mieses-Kotroc Variation,False
Rodrigo da Silva Borges,M,60,-335,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",True
"Bancod, Ronald",M,94,-236,Caro-Kann Defense: Exchange Variation,False
"Bancod, Ronald",M,42,-288,"Sicilian Defense: Canal Attack, Main Line",True
Matias Pérez Gormaz,M,62,70,"Queen's Pawn Game: Veresov Attack, Alburt Defense",True
Matias Pérez Gormaz,M,110,37,Queen's Pawn Game: Chigorin Variation,False
"Khairat, Ahmed",M,88,-204,Caro-Kann Defense: von Hennig Gambit,True
"Bacallao Alonso, Yusnel",M,56,212,"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",False
Matias Pérez Gormaz,M,46,-19,Caro-Kann Defense: Exchange Variation,False
KNCP_719,M,66,-37,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",True
Mikhalchenko Petr Alekseevich,M,166,-27,Queen's Pawn Game: Steinitz Countergambit,False
