username,id,title,name,country,bio,fide_rating,uscf_rating,ecf_rating,blitz_rating,blitz_prog,blitz_games,rapid_rating,rapid_prog,rapid_games,bullet_rating,classical_rating,url,verified
Miguelho67,miguelho67,IM,,,,,,,2535,0,16306,2579,115,24,2633,1500,,
Christ_is_alive,christ_is_alive,FM,Ramón Alberto Hernández Fernández,CU,Este es mi perfil de entrenador: https://lichess.org/coach/Christ_is_alive,2304.0,,,2371,-31,2172,1668,0,1,2522,2252,,
greennight,greennight,IM,Jakub Pulpan,CZ,,,,,2638,-33,8275,2520,94,281,2984,2386,,
razumihin07,razumihin07,FM,,,,,,,2400,-11,1532,1500,0,0,2465,1500,,
Dark_Knight_Rises13,dark_knight_rises13,IM,,_earth,,,,,2603,5,1932,2172,45,28,2817,1500,,
Misha_Melnichuk,misha_melnichuk,NM,Mikhail Melnichuk,_earth,"Провожу занятия по скайпу!!
Facebook - https://www.facebook.com/misha.melnichuk.9
Мой Ютуб канал https://www.youtube.com/c/Mishachess
Моя почта: 19popuga91@gmail.com

На своём канале я буду играть на разных платформах lichess.org, chess.com, а также  комментировать турниры разного уровня и разбирать партии.
Всем кому интересны шахматы, подписывайтесь!",2368.0,,,2492,2,8321,2077,-7,1735,2715,1997,,
backinaction,backinaction,FM,Mladen Gajic,SE,"Hi guys, if you are interested in some training, just to contact me here and we go further on.",,,,2421,-57,545,2428,41,96,2601,1500,,
kjjl,kjjl,FM,Koen Lambrechts,NL,"Zum Gottens, zum Gottens!",2336.0,,,2363,6,6230,2522,-7,122,2543,1500,,
Aditya404,aditya404,NM,,US,,,,,2266,16,353,2436,88,117,2337,1999,,
cuervo22,cuervo22,NM,Matias Antonio Carcamo,AR,", Cuervo desde la cuna",,,,2419,-9,5599,1500,0,0,2752,1500,,
luis-garcia,luis-garcia,NM,Luis Ernesto Garcia de Dios,MX,Entrenador de Alto Rendimiento y Árbitro Nacional.,2145.0,,,2122,9,17473,2225,55,360,2302,1947,,
EamonMont,eamonmont,NM,Eamon Montgomery,US,"Just how would you drag a hippopotamus out of the marsh?

Coaching: https://lichess.org/coach/EamonMont",,2264.0,,2501,37,10521,2415,-26,128,2701,2275,,
Vladimir_Simakov_81,vladimir_simakov_81,FM,Vladimir Simakov,RU,,2286.0,,,2289,-16,856,1742,0,2,2195,1500,,
Satscho,satscho,FM,,DE,ql^2/8,,,,2514,14,10909,2485,-1,326,2673,1788,,
Jungle_Jaguar,jungle_jaguar,IM,Mohammad Fahad Rahman,BD,"I’m Mohammad Fahad Rahman, a 22-year-old International Master from Bangladesh with a peak FIDE rating of 2440 and one Grandmaster norm. I’m currently ranked #1 in Bangladesh.",2440.0,2485.0,,2584,-14,278,2218,0,3,2862,1500,,
ka1ser,ka1ser,NM,,,,,,,2534,15,4802,1500,0,0,2622,1500,,
Thanozz,thanozz,GM,,,,,,,2720,-6,554,2501,-22,17,3022,1500,,
Sultai,sultai,CM,Sultai Chyngyz,KG,wow,1991.0,2217.0,,2387,-32,10875,2436,-40,881,2600,2177,,
kvaspi,kvaspi,NM,Cresencio Jr Aspiras,PH,,,,,2323,155,701,2205,80,94,2253,1500,,
Artchessplay,artchessplay,CM,Solymosi András,RS,"My name is András Solymosi, I hold the title of CM, and I work as a chess coach with students.",2202.0,,,2190,-36,1651,2412,47,13,2500,1500,,
GGTOURS,ggtours,WFM,Галина Новикова,,"Присоединяйтесь к моим стримам) Понедельник четверг 21.00.Join my streams on Mondays and Thursdays 9 pm Moscow time.Challenge me there. https://youtu.be/OsPOgRIEJ5g Подписывайтесь на мой ютуб канал Также приглашаю всех желающих в свою команду)
 https://lichess.org/team/creative-chess-channel Являюсь тренером по шахматам, обращайтесь)",,,,2460,11,35001,2442,39,624,2813,2315,,
Boterhoofd,boterhoofd,FM,Eelco Kuipers,NL,https://www.twitch.tv/boterhoofd77,2316.0,,,2404,45,9171,2283,23,38,2365,1500,,
bolatbey,bolatbey,NM,ahmet bolat,,,,,,2221,-94,273,1500,0,0,2295,1500,,
juandivc,juandivc,CM,Juan Diego Viasus Cuellar,CO,Candidate Master. ID FIDE: 4464346. Liga de ajedrez del Atlántico. https://ratings.fide.com/profile/4464346  Petrossian  Chess club. Please join my official team: https://lichess.org/team/cmjuandivc--friends. Im 15,1896.0,,,2025,-38,3053,1873,23,1150,2305,1759,,
Big_Problems,big_problems,FM,,IT,,,,,2530,-7,800,2468,-41,50,2762,1500,,
Pleurotus,pleurotus,FM,,HU,,2286.0,,,2475,32,1260,1745,0,1,2423,1500,,
Oburg007,oburg007,IM,,RU,,,,,2393,8,28001,2197,28,26,2612,1210,,
No_Enemy_MasterOfsh,no_enemy_masterofsh,FM,Petukhov alan,KZ,да да это  новый офицальный акк Ноэнеми мастера ),,,,2532,-25,1732,2532,53,176,3001,2102,,
ajedrez11,ajedrez11,FM,,,,,,,2509,48,767,1500,0,0,2676,1500,,
Just_aseke,just_aseke,FM,,KZ,,,,,2394,-16,708,2171,74,16,2658,1777,,
medela2019,medela2019,GM,,,,,,,2701,-19,2926,2564,-5,48,2619,1500,,
JonahWillow,jonahwillow,FM,,,,,,,2659,74,195,1500,0,0,2526,1500,,
ARMJoker,armjoker,GM,,AM,,,,,2942,8,104,2225,0,5,3196,1500,,
BoraCilek,boracilek,FM,Bora Çilek,TR,https://ratings.fide.com/profile/34502165,2293.0,,,2506,154,176,2015,10,17,3100,1771,,
zyxon,zyxon,FM,Mårten Aronsson,SE,,,,,2424,30,4285,2322,-22,27,2728,1500,,
ElGafas,elgafas,GM,,,,,,,2593,-161,105,1799,0,2,2970,1500,,
bacchus65,bacchus65,FM,,HR,,2120.0,,,1998,50,47695,2152,34,7093,1923,2143,,
FranklinAPalomo,franklinapalomo,FM,,VE,,2260.0,,,2711,35,9566,2465,-102,175,2801,2322,,
TiBreizh,tibreizh,IM,,,,,,,2410,-59,3012,1500,0,0,2428,1500,,
GAGIK_JAN,gagik_jan,CM,,AM,Hate this game tbh,,,,2600,-9,4868,2623,144,536,2981,1990,,
fireheart92,fireheart92,GM,,,,,,,2900,12,1566,1500,0,0,3118,1500,,
veteran75,veteran75,GM,,,,,,,2980,49,61,1500,0,0,1500,1500,,
pashpash,pashpash,NM,,,"lesson questions, dm me",,2320.0,,2601,27,4150,2594,25,290,2815,2240,,
Tahin_Pekmez,tahin_pekmez,CM,Halit Kaan Kesgin,TR,,,,,2532,0,2109,2495,-144,233,2823,1956,,
Aisha_zakirova,aisha_zakirova,WCM,Aisha Zakirova,KZ,"Almaty, 05/09/2008",1585.0,,,2101,-9,517,2120,66,37,1830,1500,,
Joker123chemp,joker123chemp,IM,Алешин Олег,RU,,2317.0,,,2413,19,7795,2557,105,36,2605,1500,,
plumal,plumal,WIM,Alicja Sliwicka,,,,,,2411,37,226,2146,254,20,2605,1500,,
PseudoBenko,pseudobenko,IM,,PW,,1864.0,,,2643,-23,6277,2350,192,87,3000,1983,,
alex108,alex108,FM,,,,,,,2388,41,475,1970,-42,55,2259,1781,,
vliegmachinist,vliegmachinist,CM,,NL,If chess is art then online chess is garbage,,,,2412,-23,27345,2390,-49,339,2600,2313,,
cmvicentuco,cmvicentuco,CM,Vicente Fernando Azúa Ávila,EC,,1924.0,,,2204,-48,4201,2149,20,44,2200,1500,,
escha,escha,WFM,Uliana Yeshchenko,UA,I won`t write here something serious. I just like cats and humor. P.S. I also like chess,2073.0,,,2257,18,1301,2177,6,537,2259,1500,,
blandula,blandula,FM,Mario Angelo Fiore,IT,I'm FIDE Master,2205.0,,,2228,-2,2124,1689,0,1,1824,1500,,
camivette,camivette,WFM,Ivette Catala Matienzo,CU,,2140.0,,,1993,-11,28134,1576,84,348,2292,1929,,
Davigator,davigator,CM,David Okike,GB,I am now a CM.   http://ratings.fide.com/profile/8500134,2170.0,,201.0,2405,-19,154187,2395,153,20,2111,1679,,
TomasSosa,tomassosa,GM,Tomás Valentín Sosa,US,"GM Tomás Sosa 2558 FIDE                                                      GM Tomás Sosa 2558 FIDE
Alumnos en +23 países diferentes                                             Students in +23 different countries
Todos mis alumnos suben ELO y disfrutan más el Ajedrez All my students raise ELO and enjoy Chess more",2558.0,,,2611,-51,1668,1825,0,4,3011,1500,,
Ural_bogatyr,ural_bogatyr,IM,Vladimir Demin,RU,https://ratings.fide.com/profile/4167457,2430.0,,,2607,13,3353,1500,0,0,2542,1500,,
Sibelius_92,sibelius_92,FM,Iván Tomeo,AR,"Jugador y entrenador de ajedrez. Compositor de finales artísticos.

Blog de finales: https://lichess.org/@/Sibelius_92/blog",2293.0,,,2433,15,10257,2227,56,41,2635,2206,,
zjfdxyikhn3,zjfdxyikhn3,FM,,,,,,,2199,-58,121,2381,-50,82,2360,1500,,
LordVeldergrath,lordveldergrath,FM,Some Guy,US,washed up American college student,2226.0,2357.0,,2665,9,1444,2655,-1,247,2748,2088,,
salim2017,salim2017,CM,Youness F.,MA,,2173.0,,,2099,-63,593,2086,10,78,2080,2055,,
toog,toog,IM,Tom O'Gorman,IE,,2377.0,,2428.0,2595,22,7009,2629,21,874,2719,2341,,
viachessmaster,viachessmaster,IM,Ihor Vypkhaniuk,UA,24/11/1985,2425.0,,,2561,-1,6599,2322,18,184,2641,1487,,
Alambique_veloz,alambique_veloz,IM,Iván Vallés Moreno,ES,"I usually play 1-2 games per opponent, more than anything for the sake of variety. So please don't ask me for non-ending rematches. 2 games, not more.
I also dislike unpolited chats. If u lose, bad luck, the same as if I lose. It's just a game, it's only internet blitz.",2417.0,,,2504,25,8679,1500,0,0,2362,1670,,
Z__chess,z__chess,NM,,,,,,,2059,-43,8826,1938,0,8,2138,1865,,
seanwinshand,seanwinshand,IM,,,,,,,1500,0,0,1500,0,0,2802,1500,,
moshakvar,moshakvar,CM,,IR,"Hey there!, im Benyamin babaniya Candidate Master (CM) in chess 🇮🇷♟
Been grinding the 64 squares for years and picked up a few shiny things along the way:
•🥉 3rd place at the legendary Khosro Harandi tournament
•🥈 Runner-up at the Hormozgan Beach Cup
•🥇 Team & individual medalist at Iranian University Nation",2095.0,,,2469,-24,10717,2547,-47,252,2765,2375,,
unsatisfied_Ahmet,unsatisfied_ahmet,CM,,IR,"یک درخت 20 سال پیش بود. پس از آن، اکنون است.
Available for games and lessons just contact with me",,,,2422,-15,106,1500,0,0,2768,1500,,
Podrebo,podrebo,FM,,ES,,,,,2653,14,20820,2344,154,23,2857,1500,,
DanMos,danmos,IM,Danyyil Mosesov,UA,,2434.0,,,2748,80,1764,2097,0,11,2955,1500,,
novik70,novik70,GM,,,,,,,2524,-18,47753,1500,0,0,2432,1500,,
gmboring,gmboring,NM,,MX,,,,,2266,22,1377,2278,24,26,2099,1500,,
yankitaspinar,yankitaspinar,FM,,TR,,,,,2815,48,6280,2524,68,582,3005,2257,,
CHEMPION-BG,chempion-bg,FM,Gara Baladjaev,AZ,,2404.0,,,2259,70,250,1500,0,0,1882,1500,,
Rickyrich,rickyrich,NM,"Rismanto ,Ricky",ID,"Posisi aman adalah ketika kita berada dalam lindungan yg maha kuasa
https://media.giphy.com/media/Hd5LO7KVT6Dy1bRURA/giphy.gif


https://lichess.org/swiss/hc7lzv4u
https://lichess.org/swiss/E27dtv4K",2126.0,,,2033,-15,15475,1823,-259,506,2459,1985,,
Goongtoback,goongtoback,FM,🍌,,,,,,2483,-10,3418,2225,69,13,2566,1500,,
grihabandi,grihabandi,IM,,IN,,,,,2427,-3,1520,2410,-33,13,2707,1500,,
LittlePawnFriends,littlepawnfriends,WFM,,GB-SCT,If you think about it the itsy bitsy spider is just Sisyphus for children,,,,2476,-9,9306,2562,47,708,2678,2287,,
Famous-Fighter,famous-fighter,FM,Yeganegi ' Barad,,,,,,2602,-30,71,1500,0,0,2866,1500,,
Titus369,titus369,NM,,US,,2246.0,2385.0,,2700,12,1591,2600,3,665,2900,2300,,
Drunkpawn2296,drunkpawn2296,FM,Nicolo Pasini,IT,"Fide Master from Italy, work as an opening preparator for some very strong GMs and IMs",2233.0,,,2282,-36,2892,2292,-28,82,2114,1500,,
banane_verte,banane_verte,FM,Ethan Saya,FR,Fide Master / chess player & chess coach,2275.0,,,2439,29,11324,2320,48,779,2730,2090,,
tornike_sanikidze,tornike_sanikidze,GM,Tornike Sanikidze,GE,I am working as a coach and I'm currently accepting new students. Contact me here for more details.,2515.0,,,2743,55,1723,2136,-149,16,2890,2119,,
Buddhichal,buddhichal,WFM,Sujana Lohani,NP,,,,,2081,-44,1699,2277,346,106,1873,1947,,
Renehp,renehp,FM,Rene Humberto Perera Alfonso,CU,3JatBdnPzEUYF8AYGPef4Lhi9mhJ1Ngs1ydon1vGLJHa,2354.0,,,2244,15,14669,2243,-10,229,2436,1436,,
alina0220,alina0220,FM,Randy Segarra,PH,"Hi I'm Coach Rands and have been coaching college players since 2001. Also coached kids and I believe that inspiring and sharing to the young generation and instilling passion is the key to success. Chess is fun for me and apart from the serious thing when playing tournaments it should be always be played with a happy heart! If you want to learn, have fun and improve just message me thru my email rands_29@aol.com. Thank you!😊",2321.0,,,2750,172,10683,2200,-124,29,2647,1500,,
KolSuvvin,kolsuvvin,FM,IV,,,1960.0,,,2057,-14,10424,2251,-17,1102,2062,2316,,
Bwert,bwert,CM,,DE,,,,,2044,-22,3153,2088,-37,322,2128,1900,,
Issa2005,issa2005,CM,Isara Dahanayake,LK,,,,,2131,21,1067,1192,-70,51,2202,1289,,
German308,german308,IM,Герман Кочетков,BY,,2275.0,,,2556,-42,17754,2404,-27,81,2609,1089,,
andresgv36,andresgv36,FM,Andres Guerrero,ES,"Equipo de Lichess: https://lichess.org/team/ajedrez-guerrero 

TWITTER: https://cutt.ly/AwwFeY6y 

TWITCH: https://www.twitch.tv/ajedrezguerrero 

INSTAGRAM: https://cutt.ly/HwwD70GN 

TIKTOK: https://cutt.ly/bwwD5Xst 

YOUTUBE: http://www.youtube.com/c/AjedrezGuerrero 

CURSOS: https://cutt.ly/P3SZITk 

WEB: www.ajedrezguerrero.com",2368.0,,,2549,1,6058,2526,0,176,2633,2321,,
elamier,elamier,FM,am fa,_earth,"FIDE ID:
10600396    FIDE title:
FIDE Master",2300.0,,,2458,-22,7004,2249,323,21,2506,1500,,
gvzade,gvzade,IM,,,,,,,2462,-6,97,2343,0,9,2403,1500,,
Ciencia_3214,ciencia_3214,FM,Luis Alejandro Mateus Urbano,CO,"Liga de ajedrez del Valle     ID Fide: 4402529
https://ratings.fide.com/profile/4402529",2353.0,,,2468,-37,3255,1500,0,0,2514,1500,,
BigAl1,bigal1,IM,Ali Mortazavi,GB,,,,,2446,28,15489,2116,0,10,2528,1500,,
Ashiev_Eduard,ashiev_eduard,FM,,RU,"Master FIDE,FIDE Instructor(2019).
I am a chess coach since 1991 year.",2201.0,,,2210,5,2621,1500,0,0,2212,1500,,
Chevrin,chevrin,NM,Marc Chevrin,,,,,,2302,-11,30997,1868,339,15,2516,1920,,
Ivan_Sarenac,ivan_sarenac,IM,,,,,,,2503,9,1287,2145,0,7,2709,1500,,
ViejoTortuga,viejotortuga,GM,,HT,,,,,2734,4,6544,1663,0,1,2954,1500,,
Eldrail,eldrail,FM,,DE,Fide Blitz rating: 2355,2344.0,,,2704,46,4884,2679,-4,136,2600,2723,,
cabezon1983,cabezon1983,CM,Santiago Rodríguez,UY,,,,,2249,-54,2502,2419,-76,151,2348,2186,,
besarquis,besarquis,WIM,María Belén Sarquis,AR,,,,,2188,-92,389,1500,0,0,2377,1500,,
CSB7,csb7,IM,Balázs Csonka,HU,"27 years old, International Master with 2 GM norms and peak rating of 2500.

Please have a look at my coach profile, too: https://lichess.org/coach/CSB7

blog: www.chess.com/blog/CSB7

interviews: https://www.youtube.com/playlist?list=PLS6UcKmu8_mv3jKMFhR6BasV_9s6abdBz",2481.0,,,2734,9,903,2516,19,12,2868,1500,,
UzbekTiger63,uzbektiger63,GM,Tair Vahidov,US,"I have been successfully teaching people of all ages and from different countries around the world for more than 20 years, with students achieving FM, IM, and GM titles.",2401.0,,,2709,3,2794,2243,-8,17,2595,1500,,
pedro_nascimento,pedro_nascimento,NM,Pedro Nascimento,BR,"Olá! Meu nome é Pedro Nascimento e sou Mestre Nacional de xadrez. Tenho um canal na Twitch. 
https://www.twitch.tv/mnpedronascimento
Segue lá!  
Valeu!",,,,2175,-5,2478,2309,34,629,2081,1975,,
dopolian,dopolian,NM,,AQ,,,,,2518,18,112,2057,0,11,2541,1915,,
Marcos2970,marcos2970,CM,Marcos Arturo Piña Rosas,PA,"Aprendí ajedrez empíricamente a los 15 años de edad. Nunca lo estudié, pero si atrapó mi atención y me influenció hasta el día de hoy. 
Después de tantos años, y ya no tan joven, descubrí que el sueño de alcanzar un mejor nivel de juego se obtiene ""estudiando y entrenando mucho"", claro está, con las herramientas correctas! **********    
ID FIDE:  6602380",1844.0,,,2143,-3,5904,2233,215,122,1906,1500,,
MingoDeLasCavernas,mingodelascavernas,NM,Leonel Alejandro Amato,AR,En la resistencia esta todo el hidalgo valor de la vida,2184.0,,,2285,51,4452,2288,76,77,2576,2371,,
pangazmat,pangazmat,NM,,,,,,,2486,-4,1228,2460,-129,121,2595,2315,,
Alexey_15,alexey_15,IM,,,,,,,2396,23,304,1500,0,0,2571,1738,,
SnekkerAndersen,snekkerandersen,FM,Gunnar Lund,NO,"Bah, c'est parti!",2335.0,,,2555,2,4016,2389,25,128,2911,1500,,
Vuk00,vuk00,IM,Vuk Djordjevic,,,,,,2771,12,7217,2502,0,4,3048,1500,,
WhiteBoader,whiteboader,FM,,,,,,,2605,17,5613,2394,-6,42,2815,1500,,
OlegPro1,olegpro1,CM,,ST,,,,,2739,29,3286,2459,6,288,2989,2073,,
Charilaos2,charilaos2,FM,,GR,"Ein Leben lang Königsindisch, wenn es manchmal auch weh tut",,,,2430,-28,16112,2401,-2,57,2503,2170,,
Kantanna,kantanna,WIM,Anna Kantane,PL,"Hi :) I'm an active player and a certified trainer with over 8 years experience in coaching. If you're interested in cooperation, dm me.",2260.0,,,2276,26,1479,2157,-121,69,2465,1500,,
Bocharov-Ivan,bocharov-ivan,GM,Ivan Bocharov,RU,"Тренер, мастер спорта России.

На мотив ""Он был прекрасен как Иисус""

Он был брутален и суров
И верный сын страны снегов
В морях тропических краёв
Он лишь родных ждал берегов

Когда на пальму он залез
То вспоминал сибирский лес
И было очень много грёз
О соснах, ёлках средь берёз

И среди шумных дискотек
Про Арктику он слышал трэк
Где мерзлота легла навек
И ветров северных разбег!",2500.0,,,2556,-27,8516,2582,11,937,2591,1891,,
Ramyres,ramyres,WFM,Ramyres Coelho,BR,,2204.0,,,2141,-89,662,1807,-88,18,2243,1500,,
rikchess,rikchess,FM,Ricardo Garcia Correa,MX,,,,,2256,16,16111,2255,51,22,2222,1500,,
Irina_Mikhaylova,irina_mikhaylova,WGM,Irina Mikhaylova,RU,,2169.0,,,2207,-75,392,1500,0,0,2422,1500,,
Saqochess,saqochess,FM,Manukyan Sargis A.,AM,"I am Chess Coach  with 10 year+ experience. About Teaching methodology you can read here https://lichess.org/coach/Saqochess

You can send DM or contact with me  with email: saqochess@gmail.com  
Telegram- https://t.me/Saqochess
https://imgur.com/O8FIG38",2356.0,,,2534,-9,10077,2683,9,718,2811,2401,,
samssky,samssky,FM,,,,,,,2504,75,1929,2533,7,180,2509,2117,,
AjedrezArmagedon,ajedrezarmagedon,FM,Mario Arias,PE,"FIDE Trainer árbitro internacional ,organizador y fundador de la Academia de Ajedrez Armagedón.",2368.0,2300.0,,2553,170,526,2540,0,11,2456,1500,,
Nuel1,nuel1,FM,Enmanuel de Jesús De la Fe Almeida,CU,,2341.0,,,2452,-32,1446,2437,31,137,2603,1500,,
Wea_pawn,wea_pawn,IM,,,"~Hard work beats talent when talent doesn't work hard~
-Tim Notke",2331.0,,,2525,30,18810,2609,52,235,2649,2237,,
richess2,richess2,FM,Richard Turčan,SK,,,,,2465,46,413,2216,-152,46,2639,1500,,
POLLOISRA,polloisra,FM,Israel Tovio Yepez,CO,Universidad de Cartagena,,,,2334,-19,4735,1059,0,4,2651,1258,,
ASVZ,asvz,FM,,,,,,,2422,8,2221,2159,3,13,2498,1910,,
Spongebobispro,spongebobispro,IM,,,,,,,2204,-30,427,2256,70,17,2472,1500,,
Squishy,squishy,CM,,,,,,,2301,31,2885,2205,0,61,2410,1650,,
Nyameba,nyameba,CM,BERNARD ANHWERE,GH,"https://imgur.com/mhVyY8Y


Follow my YouTube Channel for entertaining and educative chess content
https://www.youtube.com/c/ChessIntense",1906.0,,,2290,17,33024,2310,-3,1871,2423,2139,,
TanitoluwaAps116,tanitoluwaaps116,IM,Tanitoluwa Adewumi,CA-QC,,2421.0,2498.0,,2761,-45,1725,2200,-8,239,2887,1979,,
karthikeyan32,karthikeyan32,CM,Srivatsan Karthikeyan,IN,,,,,2204,-9,1987,2201,-60,177,2384,1615,,
Irizanin,irizanin,FM,Radoje Irizanin,RS,"Hello everybody! If you like to have a sparring partner for rapid or blitz games it can be me at a very reasonable price!
Starting from 8$/hour for playing without analysis.",2394.0,,,2360,48,1204,2258,66,16,2267,2260,,
OutOfCuriosity,outofcuriosity,WGM,,,,,,,1500,0,0,1500,0,0,1500,1500,,
Attila76,attila76,FM,Attila Barva,HU,,2367.0,,,2565,-15,23687,1500,0,0,2568,1500,,
Dubs123,dubs123,FM,,IE,,,,,2329,59,358,2386,82,33,2481,2298,,
SecretPieces,secretpieces,CM,,,,,,,2600,23,1967,1500,0,0,2786,1500,,
dreamsambitions,dreamsambitions,IM,Orlando Husbands,BB,"Do you seek consistent, rapid improvement? Ask about the different Coaching packages starting from $12 monthly.  If you're serious you can contact me on Skype for more info. https://join.skype.com/invite/wcPPbdy4Sip6",2374.0,,,2320,-28,5184,2307,-26,48,2377,1500,,
Shahaliyev,shahaliyev,IM,Ismayil Shahaliyev,,"https://chessprog.com

https://shahaliyev.org",2400.0,,,2645,-146,164,2164,0,6,2789,1500,,
LACPLESIS27,lacplesis27,FM,Nikolaj Katishonok,LV,"https://ratings.fide.com/profile/11600225
FM, pensionārs, man patīk spēlēt  1.a2-a3! 
bijušais šaha treneris.
Šaha zvaigznes Aļehins, Fišers, Karlsens.",,,,2305,-10,15559,2225,-29,2903,1994,1500,,
Erebuni91,erebuni91,GM,Hrair Simonian,AM,,2414.0,,,2618,4,3993,1869,0,9,2930,1664,,
invoker11,invoker11,CM,Anton Vasilenok,RU,"Привет Я Антон Василенок  
Вступай в мой клуб - https://lichess.org/team/46yOf5Dp

На YouTube вы найдете уроки и стратегии
https://www.youtube.com/@anton_vasilenok_cm/featured

Присоединяйтесь, чтобы учиться и наслаждаться игрой!",,,,2328,-65,1307,2115,0,7,2690,1500,,
Lomsa,lomsa,GM,Daviti Lomsadze,GE,"I was Born in Tbilisi,12.02.1991
GM from 2015",2303.0,,,2331,-55,96,1500,0,0,2112,1500,,
ok1975,ok1975,GM,Ori Kobo,IL,,2555.0,,,2579,-57,1584,2333,0,11,2880,2167,,
Rookie,rookie,IM,Rakesh Kumar Jena,IN,"Hello, I'm Rakesh,",2341.0,,,2404,-57,403,2558,0,5,2527,2164,,
Vagoff,vagoff,CM,Jose Antonio Chaluja,PA,,1917.0,,,2050,-66,2039,1245,0,1,2022,1844,,
MastacticaTeoria,mastacticateoria,CM,Yuliesky Rodríguez,CU,"https://imgur.com/gMgmzty
https://www.youtube.com/channel/UCYY_WkZVKMLwXGaIygG_hXg
https://chess24.com/es/profile/jessica18
https://www.chess.com/member/mastacticateoria
Solía atacar porque era lo único que sabía. Ahora ataco porque sé que funciona mejor». Garry Kasparov.   
El-laboratorio-de-aperturas-del-Gran-Maestro.zip",,,,2362,-91,2667,2407,-21,548,2515,2392,,
Shamatava_Nick,shamatava_nick,FM,"Shamatava, Nikolozi",,,,,,2691,-30,426,1500,0,0,2908,1500,,
DrMelekess,drmelekess,IM,Alexandr Ulanov,,training games,2463.0,,,2574,-5,26847,2313,-125,321,3024,1500,,
Champion3864,champion3864,FM,,,,,,,2512,-15,2727,2103,54,15,2801,2110,,
Draske,draske,GM,Luka Draskovic,ME,"Playing chess for more than 20 years. 
Current member of Montenegro national team (four Europeans and three Olympiads). 
Huge playing & coaching experience with world class players. National champion 2021.

Visit my coach profile! :)",2491.0,,,2655,26,1148,1500,0,0,2944,1500,,
wrosee,wrosee,CM,,TR,,,,,2210,-70,719,2117,-75,30,2441,1500,,
ferrari9182,ferrari9182,NM,,US,,,,,2394,43,2679,1942,0,9,2743,1500,,
hallita,hallita,CM,,LR,"My claim to fame is that I used to beat a great  sorcerer at chess  , (3+2 , 15+ 10  (world championship Time control)    90mins + 30secs bonus added   https://lichess.org/broadcast/national-friends-of-chess/round-2/iucylB5F",,,,2239,149,100,2254,0,2,2004,1500,,
Orlando_Gloom,orlando_gloom,GM,,RU,,2400.0,,,2567,-44,19197,2147,-35,94,2686,2466,,
Grandelicious,grandelicious,GM,Nils Grandelius,,"Author of The Magnus Queen's Gambit - a reliable and very easy-to-learn repertoire as Black against 1.d4. Check it out here: https://gingergm.com/library/the_magnus_queens_gambit

Author of The Grand Ruy Lopez - a complete in-depth strategic repertoire for White in the Spanish Opening that will last you a lifetime! https://www.chessable.com/the-grand-ruy-lopez/course/76698/",,,,2723,15,1886,2407,386,22,3139,1500,,
chaneli16,chaneli16,WFM,Chaneli Martínez Mesa,CU,"Me llamo Chaneli Martínez Mesa maestra fide de ajedrez cubana, campeona Centroamericana y sub campeona panamericana , jugadores preferidos magnus carlsen y karpov . 
JUGUEMOS, APRENDAMOS Y AVANCEMOS",1910.0,,,2047,-40,1026,2207,0,5,1947,1738,,
Azde,azde,CM,Azde,MX,,,,,2463,4,2625,1964,0,1,2601,1914,,
calcu_later,calcu_later,FM,Dachey Lin,US,"If you want to reach master level, I highly recommend https://lichess.org/@/BabakuliAnnakov! He has coached virtually all talented prospects in the DFW,Texas area including Xiong, Woodward, and many more.

Also, https://lichess.org/@/jjosujjosu has amazing opening expertise, I highly recommend him too!

Check out my new course: https://www.chessable.com/starting-out-1d4-d5/course/351858/",2352.0,,,2671,-22,3697,2704,18,249,3033,2210,,
WWJCD,wwjcd,NM,Joshua Grabinsky,US,"He. Would. Love. First.
""Perish the thought that the Truth could lie."" ~Augustine, City of God",2153.0,2296.0,,2631,-67,1449,2430,63,55,2703,2406,,
doberman_333,doberman_333,FM,Krasimir Dimitrov Brankov,BG,Мастер спорта Болгарии. Master of Sports of Bulgaria.,,,,2482,19,3831,2307,-112,208,2547,1500,,
Sofia_Zaitseva,sofia_zaitseva,CM,Sofia Zaitseva,RU,imgur.com/XlfnmPO,,,,2290,-64,171,1500,0,0,2543,1500,,
OhanyanEminChess,ohanyaneminchess,GM,Emin Ohanyan,AM,"DM me for coaching or training games.
More information: lichess.org/coach/OhanyanEminChess",,,,2787,14,14727,2689,-34,454,3210,1772,,
STL_Liang,stl_liang,GM,,,,,,,2842,72,27,2306,104,13,2979,2640,,
Lubov_Gordyk,lubov_gordyk,WFM,Любовь Гордык,RU,,,,,2571,-17,631,1500,0,0,2390,1500,,
TheRussianStudent,therussianstudent,FM,,RU,,,,,2498,30,1856,2289,196,39,2576,1500,,
CoachTimur,coachtimur,CM,Safin Timur,RU,"Твич https://www.twitch.tv/timurchessss
Телеграм https://t.me/timurdzhaaan
Ютуб https://www.youtube.com/@TimurrChess
Клуб на Личесс https://lichess.org/team/xAtOGMtU",2100.0,,,2445,3,1001,2077,26,20,2478,1500,,
Alenee,alenee,IM,Alejandro Needleman,AR,"Maestro Internacional Fide 
https://ratings.fide.com/profile/100730

Clases individuales y grupales sólo en castellano. Ex entrenador de Carla Adriana Herrera (3 veces representante Olímpica por Argentina), de Gastón Needleman (MI y una norma doble de GM) y Leonardo Duarte MI, entre otros, en mi carrera de 24 años de profesor.",2215.0,,,2327,-8,12094,2335,4,60,2308,1500,,
