Player,AvgRating,GamesCount,OpeningDiversity,Aggressiveness,Platform,Player_Sex
"Silva, Luca",2412.020618556701,97,3.679104689720693,0.2886597938144329,Lichess,M
"Simonian, Hrair",2599.465909090909,88,2.8803558364777007,0.4090909090909091,Lichess,M
"Singh, Arvinder Preet",2333.204379562044,137,3.628740980854261,0.5401459854014599,Lichess,M
"Siniauski, Artsiom",2353.368421052632,19,2.7255503958317213,0.3684210526315789,Lichess,M
"Sirosh, Ilja",2478.4958519463944,1567,4.579702429556809,0.3407785577536694,Lichess,M
"Sjugirov, Sanan",2611.333333333333,21,2.5575077390756227,0.3809523809523809,Lichess,M
"Skliarov, Viktor",2538.7361111111118,72,2.7324068207607497,0.4305555555555556,Lichess,M
"Skrondal, Inge Sandstad",2396.6428571428573,140,3.4985949873588105,0.3357142857142857,Lichess,M
"Slizhevsky, Alexander",2460.462365591398,372,3.9579658998180087,0.5403225806451613,Lichess,M
"Sokolov, Andrei",2582.116138763198,663,4.253745011693996,0.3318250377073906,Lichess,M
"Solano Cuya, Bryan",2473.072796934866,261,3.5050424355594894,0.4521072796934866,Lichess,M
"Solberg, Joachim",2442.064935064935,77,3.4358004261364803,0.5974025974025974,Lichess,M
"Solodovnichenko, Yuri",2569.842105263158,190,3.6733296882874495,0.5473684210526316,Lichess,M
"Solonar, Stefan",2403.214285714286,14,1.8288411561741995,0.2857142857142857,Lichess,M
"Sorensen, Hampus",2439.0731707317077,82,3.6118053809302095,0.4756097560975609,Lichess,M
"Soukup, Jiri",2364.6901408450703,71,3.6038586778983257,0.4788732394366197,Lichess,M
"Souleidis, Georgios",2433.609756097561,41,2.372920180382557,0.5121951219512195,Lichess,M
"Soysal, Serkan",2581.460784313725,510,4.070757421814579,0.396078431372549,Lichess,M
"Spata, German",2463.564417177914,163,3.7234536407473695,0.4233128834355828,Lichess,M
"Spichkin, Alexander",2294.6383363471973,1106,2.0415146717313832,0.6708860759493671,Lichess,M
"Spitzl, Vinzent",2439.112359550562,89,3.2740854077936965,0.5842696629213483,Lichess,M
"Srbis, Jurica",2539.4471264367817,3480,4.2853474897547486,0.4551724137931034,Lichess,M
Srihari L R,2365.695652173913,23,2.362439688679286,0.4782608695652174,Lichess,M
"Stalmach, Richard",2323.936507936508,63,3.0759772266715344,0.4761904761904761,Lichess,M
"Starozhilov, Leonid",2558.550724637681,69,3.418819603227223,0.3768115942028985,Lichess,M
"Stelmaszyk, Nico",2401.9021739130435,184,2.8360950774735247,0.7010869565217391,Lichess,M
"Storme, Isak",2425.7631578947367,38,3.3092532847243072,0.3947368421052631,Lichess,M
"Strikovic, Aleksa",2642.8440065681443,3045,3.1915858411740614,0.2922824302134647,Lichess,M
"Sturt, Raven",2482.459203036053,527,4.582274771407073,0.4497153700189753,Lichess,M
"Sukovic, Andrej",2367.583333333333,24,2.5568271679009458,0.5416666666666666,Lichess,M
"Sulashvili, Malkhaz",2545.9007633587785,131,3.394959644259582,0.2290076335877862,Lichess,M
"Svane, Frederik",2507.1317829457366,258,4.2006762221817056,0.4108527131782946,Lichess,M
"Svane, Rasmus",2689.4925595238096,672,4.368064111395973,0.4151785714285714,Lichess,M
"Sychev, Klementy",2691.4745762711864,59,3.048990734033836,0.3898305084745763,Lichess,M
"Sydoryka, Vladyslav",2438.0393700787404,127,2.6518774911451453,0.0708661417322834,Lichess,M
"Syrov, Arkadi",2389.681818181818,176,3.91542031491606,0.4659090909090909,Lichess,M
"Taher, Yoseph Theolifus",2578.6470588235293,34,3.194778025818136,0.4411764705882353,Lichess,M
"Tay, Junior",2446.2960969044416,743,3.302146345837547,0.5275908479138627,Lichess,M
"Tekeyev, Zaur",2620.6451923076925,1040,4.632361855376338,0.4307692307692308,Lichess,M
"Ter-Saakian, Grigorii",2423.3970588235293,68,2.7144737612778744,0.4117647058823529,Lichess,M
"Ter-Sahakyan, Samvel",2613.516129032258,31,3.0871950491506843,0.3548387096774194,Lichess,M
"Terletsky, Oleg",2385.843137254902,51,2.819688849547802,0.2745098039215686,Lichess,M
"Tesic, Dragan",2414.4166666666665,36,3.1163249828002093,0.4166666666666667,Lichess,M
The Sunshine,2395.612188365651,361,3.6819307911343855,0.4570637119113573,Lichess,F
"Thorfinnsson, Bjorn",2450.057142857143,35,1.531502601706064,0.8,Lichess,M
Tien Nguyen,2441.6153846153848,13,1.4105135571148382,0.0,Lichess,M
"Tilicheev, Viacheslav",2558.5866666666666,225,4.096730966349794,0.4888888888888889,Lichess,M
"Timagin, Petr",2429.5135135135133,37,3.2312856509855044,0.4054054054054054,Lichess,M
"Tissir, Mohamed",2441.768240343348,233,2.93289478861377,0.4806866952789699,Lichess,M
"To, Nhat Minh",2538.5714285714284,63,3.6770259466656072,0.5079365079365079,Lichess,M
"Todorov, Todor",2497.746031746032,252,3.848959141151018,0.4722222222222222,Lichess,M
"Tomb, Maroun",2457.826470588235,1020,4.555486423732685,0.4294117647058823,Lichess,M
"Toniutti, Ezio",2386.896551724138,29,2.775613744565672,0.3103448275862069,Lichess,M
Tran Thanh Tu,2507.742105263158,190,3.023472205834616,0.2368421052631578,Lichess,M
"Triapishko, Alexandr",2669.71186440678,118,3.758743454940588,0.3983050847457627,Lichess,M
"Trifonov, Denis",2427.0890518596125,1909,4.069674498039481,0.5825039287585123,Lichess,M
"Trkulja, Goran",2370.2285714285717,70,3.4030133431895115,0.6714285714285714,Lichess,M
"Trushelyov, Victor",2428.9,20,2.0126926438092823,0.5,Lichess,M
"Tukhaev, Adam",2550.0891719745223,157,3.6572807973492822,0.5732484076433121,Lichess,M
"Turgut, Tansel",2424.285714285714,133,2.321080784127681,0.4285714285714285,Lichess,M
"Turincio Garcia, Sergio",2331.259259259259,27,3.051700801855861,0.3703703703703703,Lichess,M
"Turqueza, Mari Joseph",2466.4603174603176,189,4.040185776573672,0.2698412698412698,Lichess,M
"Ulanov, Alexandr",2610.342105263158,38,3.035285949414372,0.2105263157894736,Lichess,M
"Umarov, Sabir",2278.153846153846,13,2.031759218569271,0.3846153846153846,Lichess,M
"Unuk, Laura",2385.373134328358,67,3.605955157628254,0.373134328358209,Lichess,F
"Urazayev, Arystanbek",2569.032786885246,61,3.3537618063643624,0.4590163934426229,Lichess,M
"Urbina, Ricardo",2370.2,10,1.834371970281624,0.5,Lichess,M
"Ustinov, Alexey",2376.0,33,2.5088873032938808,0.2121212121212121,Lichess,M
"Uzcategui Rodriguez, Alejandro",2402.2388059701493,67,3.264352053272186,0.5522388059701493,Lichess,M
"Vachylia, Andrii",2400.28125,32,3.335770806444736,0.5,Lichess,M
"Vajda, Levente",2456.8356164383563,73,2.2044935448491807,0.589041095890411,Lichess,M
"Vajic, Goran",2469.527696793003,343,2.358460538696531,0.5918367346938775,Lichess,M
"Vakhania, Aleksandra",2296.6875,16,1.9770061729088613,0.3125,Lichess,F
"Vallejo Pons, Francisco",2718.811403508772,228,4.21800506587092,0.4122807017543859,Lichess,M
"Van Dael, Siem",2371.805555555556,36,2.85428376270881,0.3611111111111111,Lichess,M
"Van Roon, Sjoerd",2322.657142857143,35,2.916372065829642,0.4857142857142857,Lichess,M
"Van de Mortel, Jan",2475.9166666666665,12,2.094729047527649,0.4166666666666667,Lichess,M
"Varacalli, Francisco",2405.5875,80,3.64245378648818,0.4625,Lichess,M
"Vargas Arteaga, Alexis",2453.250255362615,979,3.897470217981247,0.5873340143003064,Lichess,M
"Vastrukhin, Oleg",2619.535135135135,185,2.6567256778584527,0.5837837837837838,Lichess,M
"Vazquez, Guillermo",2656.5662650602408,83,3.717908804895376,0.3253012048192771,Lichess,M
"Velten, Paul",2656.9682715074982,6335,4.071965052340027,0.4730860299921073,Lichess,M
"Vibbert, Sean",2475.651162790697,516,3.665748152007304,0.4728682170542636,Lichess,M
"Vidonyak, Roman",2448.450331125828,302,3.4425008613831203,0.4139072847682119,Lichess,M
"Villegas, Franco",2386.549019607843,51,3.4389482097766435,0.4705882352941176,Lichess,M
"Viviani, Alessio",2390.220606060606,825,4.005970644955631,0.4436363636363636,Lichess,M
"Vlasenko, Alexey",2397.074626865672,67,3.829517267594969,0.4328358208955223,Lichess,M
"Vocaturo, Daniele",2532.2727272727275,22,0.5481178804418445,0.1363636363636363,Lichess,M
"Voinikonis, Nikita",2466.3817567567567,296,4.508616918883185,0.4932432432432432,Lichess,M
"Volkov, Nika",2511.825,40,2.609915072491677,0.1,Lichess,M
"Volovich, Vasily",2535.8837209302324,258,3.1999978992409783,0.6124031007751938,Lichess,M
"Voyska, Margarita",2335.3,20,2.6923109941417858,0.4,Lichess,F
"Vukcevic, Nemanja",2381.015748031496,127,3.805590941975199,0.4645669291338583,Lichess,M
"Vypkhaniuk, Ihor",2497.719246031746,1008,4.390611422709943,0.3799603174603174,Lichess,M
"Vysochin, Spartak",2648.9411764705883,204,2.770105778958352,0.4264705882352941,Lichess,M
"Wang, Kevin",2506.598639455782,147,3.972480891709376,0.4013605442176871,Lichess,M
"Wieczorek, Oskar",2562.560975609756,123,3.1719024409571217,0.3658536585365853,Lichess,M
"Winter Atwell, Adrian",2310.583333333333,24,2.499064902854284,0.5833333333333334,Lichess,M
"Wisniacki, Flavio",2389.1495901639346,3416,3.3666502118144503,0.3650468384074941,Lichess,M
Wong Yinn Long,2459.2,25,2.71980985486504,0.4,Lichess,M
"Wu, Derek",2410.3214285714284,28,2.9174329732922164,0.5714285714285714,Lichess,M
"Yakimova, Mariya",2382.255319148936,47,2.8654228988988897,0.3829787234042553,Lichess,F
"Yakubboev, Nodirbek",2625.285714285714,63,3.31192060391976,0.5079365079365079,Lichess,M
"Yanchenko, Roman",2556.5,16,2.685945324669788,0.5,Lichess,M
"Yap, Kim Steven",2434.1363636363635,22,2.074489732990498,0.5,Lichess,M
"Yashmetov, Mikhail",2540.625,24,2.982965029217771,0.25,Lichess,M
"Yeke, Serkan",2386.515625,64,3.4275501274864,0.46875,Lichess,M
"Yeletsky, Ivan",2681.451094890511,685,4.62164885297767,0.4145985401459854,Lichess,M
"Yelisieiev, Yevhenii",2476.433121019108,157,3.415061106852668,0.2356687898089172,Lichess,M
"Yuffa, Daniil",2674.6605504587155,545,4.44619516880369,0.3981651376146789,Lichess,M
"Yurtseven, Melih",2478.6960784313724,102,3.402076028285164,0.5784313725490197,Lichess,M
"Zahedifar, Anahita",2350.266666666667,15,2.395908119293929,0.2666666666666666,Lichess,F
"Zakhartsov, Vladimir",2570.4574468085107,94,3.6949455602280574,0.3617021276595745,Lichess,M
"Zamorano, Jorge",2626.64039408867,203,4.2655870629118935,0.438423645320197,Lichess,M
"Zarnicki, Pablo",2475.233009708738,103,3.847409899942657,0.3495145631067961,Lichess,M
"Zarubitski, Viachaslau",2464.1176470588234,17,2.588573162682118,0.4705882352941176,Lichess,M
"Zelbel, Patrick",2587.1674641148325,209,3.431233771347818,0.6555023923444976,Lichess,M
"Zhalmakhanov, Ramazan",2550.9692307692308,65,3.4701593316846666,0.4923076923076923,Lichess,M
"Zhigalko, Sergei",2770.23670212766,376,3.1273480476676068,0.3563829787234042,Lichess,M
"Zhunussov, Bibek",2280.5,12,2.253857589601352,0.4166666666666667,Lichess,M
"Zierk, Steven",2625.822222222222,90,3.3695876045228426,0.4,Lichess,M
"Zimmermann, Julian",2391.930555555556,288,3.7540288302599274,0.4097222222222222,Lichess,M
"Zivkovic, Nemanja",2442.554166666667,240,4.057285709805689,0.3958333333333333,Lichess,M
"Zografos, Achilleas",2306.382075471698,212,3.3844421303780066,0.4811320754716981,Lichess,M
"Zubritskiy, Artyom",2653.5949367088606,474,3.694464697885752,0.2827004219409282,Lichess,M
"Zuluaga Mancilla, Cesar",2396.9036144578317,166,2.6046165953123115,0.1506024096385542,Lichess,M
"Zwirs, Nico",2527.8507326007325,1092,4.736572258735013,0.4798534798534798,Lichess,M
